year,annual-estival-days
1987,5
1988,14
1989,17
1990,5
1991,12
1992,22
1993,10
1994,19
1995,20
1996,21
1997,41
1998,12
1999,38
2000,12
2001,28
2002,54
2003,28
2004,19
2005,30
2006,23
2007,25
2008,8
2009,15
2010,45
2011,31
2012,14
2013,32
2014,43
2015,20
2016,30
