year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-EMU,label C2-EMU,label C3-EMU,label C12-EMU,label M1,label M2,label M8-EMU,label Co2,label Co3-EMU
1987,11,0,-192,3,2,-204,21,38,88
1988,16,0,-56,3,0,-141,40,46,79
1989,12,0,-26,3,0,-127,43,46,61
1990,10,0,-56,2,0,-50,40,46,91
1991,9,0,-133,3,0,-174,40,31,145
1992,12,0,-118,2,0,-229,39,60,42
1993,13,0,-208,5,0,-253,35,36,51
1994,24,0,-114,4,2,-255,30,54,73
1995,19,0,-209,5,1,-212,20,43,102
1996,9,0,-68,2,0,-190,44,42,89
1997,10,1,-136,4,1,-193,33,53,65
1998,24,3,-63,6,1,-161,29,42,39
1999,20,0,-200,5,1,-341,34,54,27
2000,9,1,-178,1,0,-249,45,52,72
2001,12,0,-48,3,0,5,35,66,119
2002,19,0,-41,3,0,-97,40,51,99
2003,12,0,57,5,1,-59,52,53,14
2004,11,1,-12,4,0,-190,48,56,21
2005,12,0,-111,1,0,-31,39,33,176
2006,19,0,-141,2,1,-162,34,51,135
2007,25,0,-144,4,1,-162,31,50,61
2008,7,0,5,3,2,-91,26,38,60
2009,7,0,-75,6,1,-186,48,37,62
2010,15,0,-66,4,3,-191,29,38,49
2011,5,3,-70,3,0,-129,42,38,55
2012,16,0,-56,6,0,-63,37,54,94
2013,0,0,-83,3,0,-37,47,50,83
2014,11,0,-1,3,0,-77,41,50,72
2015,14,0,-37,3,1,-22,23,30,88
2016,11,0,-82,4,1,-208,40,44,33
2016
2017,32,0,-83,2,1,-252,23,27,40
2018,17,0,-123,3,0,-240,30,37,50
2019,16,1,-124,0,2,-128,33,52,90
2020,29,0,-106,3,3,-180,25,36,50
2021,7,0,-86,0,0,-81,40,43,82
2022,8,1,-102,3,0,-133,39,35,66
2023,34,0,-188,3,1,-371,25,44,52
2024,15,0,-99,0,1,-287,36,49,38
2025,31,0,-211,2,0,-265,27,42,72
2026,20,0,-229,1,0,-347,23,39,58
2027,9,0,-200,5,0,-311,38,50,14
2028,19,0,-106,1,0,-121,39,39,146
2029,20,0,-285,3,3,-316,28,53,63
2030,16,2,-237,1,1,-304,24,29,69
2031,29,0,-93,2,0,-294,23,43,83
2032,22,0,-153,1,1,-122,23,37,167
2033,8,0,-175,1,1,-113,35,35,148
2034,31,0,-106,1,1,-166,27,26,63
2035,9,0,-84,3,3,-105,38,33,101
2036,13,0,-232,2,0,-218,35,37,93
2037,20,0,-169,4,0,-278,40,47,66
2038,18,0,-123,1,3,-138,27,34,105
2039,22,0,-173,2,1,-295,31,33,46
2040,19,0,-241,1,0,-259,24,32,104
2041,5,0,-201,3,0,-167,40,31,81
2042,14,0,-110,3,0,-177,42,36,35
2043,17,0,-92,1,4,-61,39,43,115
2044,15,0,-103,4,0,-201,42,40,91
2045,22,0,-161,3,5,-224,43,49,61
2046,24,0,-223,4,0,-263,14,40,52
