year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2566,16,-922,0
1988,2419,15,-705,0
1989,2314,13,-840,0
1990,2449,15,-765,1
1991,2578,14,-795,0
1992,2238,12,-719,0
1993,2337,16,-752,0
1994,2360,13,-837,0
1995,2470,14,-781,0
1996,2449,15,-814,0
1997,2300,13,-812,0
1998,2236,12,-717,0
1999,2576,12,-908,0
2000,2330,14,-848,0
2001,2386,15,-749,0
2002,2388,13,-868,0
2003,2292,14,-689,2
2004,2335,14,-800,0
2005,2575,15,-858,0
2006,2366,15,-854,1
2007,2479,16,-824,0
2008,2361,17,-794,0
2009,2374,12,-886,1
2010,2472,15,-831,0
2011,2259,13,-768,0
2012,2320,13,-794,0
2013,2327,14,-753,0
2014,2444,14,-822,0
2015,2573,14,-880,0
2016,2375,14,-776,0
2016
2017,2827,17,-914,1
2018,2649,16,-893,1
2019,2679,16,-857,0
2020,2710,16,-855,0
2021,2626,15,-885,0
2022,2672,14,-830,0
2023,2698,17,-886,0
2024,2436,15,-824,0
2025,2635,15,-880,0
2026,2565,16,-860,3
2027,2682,17,-920,0
2028,2600,16,-791,0
2029,2908,15,-844,0
2030,2387,15,-855,2
2031,2619,15,-882,0
2032,2689,16,-871,0
2033,2739,15,-844,0
2034,2704,16,-813,0
2035,2524,16,-786,1
2036,2659,15,-845,0
2037,2830,18,-859,0
2038,2994,17,-929,0
2039,2722,17,-788,0
2040,2468,14,-780,0
2041,2761,15,-941,0
2042,2856,16,-872,1
2043,2594,14,-796,0
2044,2986,17,-982,0
2045,2530,13,-862,0
2046,2512,14,-843,2

min.,1000,10
max.,3000,20
steps.,11,11
decimals
