year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-FGN,label C2,label C3-FGN,label C12,label M1-FGN,label M2,label M8,label Co2,label Co3
1987,4,0,-458,6,2,-717,31,6,26
1988,6,0,-352,7,0,-628,28,7,86
1989,4,0,-377,5,5,-654,48,2,15
1990,0,0,-339,9,0,-649,39,0,9
1991,6,0,-373,8,4,-689,23,0,57
1992,0,0,-327,10,0,-590,33,2,18
1993,4,0,-362,7,1,-653,40,9,67
1994,2,0,-420,9,0,-655,35,4,15
1995,0,0,-275,9,12,-599,24,14,10
1996,4,0,-402,6,0,-657,28,4,24
1997,1,0,-411,6,2,-665,45,0,32
1998,2,0,-345,9,4,-634,41,5,48
1999,4,0,-462,6,7,-700,24,6,16
2000,0,0,-404,9,6,-678,42,4,12
2001,0,0,-340,9,5,-618,36,23,21
2002,1,2,-444,4,8,-703,33,2,17
2003,4,1,-285,11,4,-497,45,7,53
2004,2,0,-338,10,6,-654,39,9,18
2005,8,0,-442,10,7,-652,25,13,23
2006,1,1,-400,8,1,-620,35,2,27
2007,10,0,-397,10,3,-683,38,0,5
2008,0,0,-352,6,1,-638,39,8,16
2009,0,0,-457,8,5,-704,34,8,13
2010,2,0,-466,11,5,-649,27,12,64
2011,2,1,-390,7,5,-570,41,7,27
2012,3,0,-366,9,1,-675,33,3,8
2013,6,0,-379,11,0,-632,37,2,41
2014,2,0,-411,11,1,-674,29,7,8
2015,5,0,-426,8,5,-671,34,1,8
2016,0,0,-349,5,7,-669,40,4,29
2016
2017,20,0,-467,11,22,-718,22,0,34
2018,5,0,-465,8,11,-717,29,1,42
2019,6,0,-381,9,30,-709,38,6,9
2020,9,0,-395,10,6,-690,26,2,21
2021,10,0,-469,6,11,-768,33,3,72
2022,15,0,-436,10,20,-687,36,2,45
2023,5,0,-452,6,8,-693,20,7,28
2024,5,0,-388,10,2,-684,29,0,29
2025,1,0,-400,9,13,-710,26,0,17
2026,11,0,-447,10,17,-728,37,5,20
2027,21,0,-465,7,16,-738,37,0,18
2028,8,0,-399,8,10,-675,30,3,37
2029,25,0,-414,9,23,-734,30,5,44
2030,1,0,-421,10,7,-675,48,1,34
2031,5,0,-456,9,11,-679,30,3,28
2032,5,0,-478,4,3,-716,22,1,58
2033,7,0,-398,6,30,-715,29,4,47
2034,7,0,-416,11,19,-723,38,0,66
2035,2,0,-408,9,10,-663,28,1,67
2036,18,0,-440,7,20,-746,25,5,63
2037,17,0,-442,6,17,-706,34,9,49
2038,25,0,-434,7,19,-760,17,0,28
2039,14,0,-426,9,14,-619,24,3,60
2040,1,0,-396,8,1,-660,21,0,69
2041,8,0,-477,11,29,-750,26,3,35
2042,30,0,-492,9,3,-750,18,0,85
2043,12,0,-409,8,13,-688,28,0,52
2044,16,0,-514,10,32,-780,21,0,11
2045,16,0,-487,10,14,-723,27,10,70
2046,5,0,-391,10,17,-726,35,0,36

min.,,,,0,,,0
max.,,,,11,,,72
steps.,,,,12,,,10
decimals
