year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,238,984,-1088,-922,-81,15.1,5528,133,23.9,24
1988,385,924,-882,-705,-47,14.5,5283,122,22.9,32
1989,330,928,-907,-840,-21,14.1,5135,103,23.0,13
1990,398,932,-843,-765,-9,14.5,5295,115,23.3,11
1991,429,1010,-943,-795,-37,14.7,5374,131,23.0,16
1992,308,876,-894,-719,-35,14.1,5140,102,22.2,18
1993,410,952,-886,-752,-46,14.2,5194,121,23.1,18
1994,373,966,-986,-837,-23,14.4,5272,126,21.9,13
1995,389,930,-866,-781,-58,14.6,5344,108,23.6,18
1996,292,955,-1014,-814,-67,14.7,5378,118,22.9,11
1997,384,965,-960,-812,-14,14.2,5188,109,22.6,17
1998,365,887,-840,-717,-42,13.9,5081,95,22.7,21
1999,326,1016,-1051,-908,-74,14.7,5374,122,22.9,19
2000,318,980,-1016,-848,-101,14.5,5280,104,23.7,16
2001,424,917,-806,-749,38,13.9,5087,117,23.1,35
2002,195,959,-1089,-868,-91,14.0,5110,105,22.6,24
2003,467,904,-760,-689,-22,14.0,5117,120,23.3,40
2004,453,950,-818,-800,56,14.0,5108,112,23.5,23
2005,314,976,-1012,-857,-64,14.9,5429,139,23.5,30
2006,287,935,-961,-854,-48,13.8,5066,123,23.0,30
2007,384,948,-875,-824,44,14.5,5284,125,23.8,19
2008,354,921,-904,-794,-69,14.3,5236,123,23.7,23
2009,321,971,-965,-886,45,14.0,5111,112,22.3,22
2010,350,952,-931,-831,7,14.3,5251,114,23.2,29
2011,421,913,-816,-768,32,13.8,5055,103,22.3,34
2012,324,923,-926,-794,-12,14.3,5220,118,22.5,13
2013,424,916,-783,-753,44,13.8,5042,112,22.0,21
2014,237,939,-1034,-822,-84,14.7,5364,129,22.5,14
2015,242,963,-1042,-880,-56,14.8,5408,122,23.8,22
2016,398,929,-855,-776,-21,14.7,5348,103,23.4,9
2016
2017,353,1015,-985,-914,-57,16.0,5832,137,24.7,15
2018,331,997,-987,-893,12,15.1,5504,139,24.6,7
2019,378,1001,-943,-857,-50,14.9,5434,141,25.2,11
2020,325,983,-960,-855,-40,15.0,5498,126,24.8,20
2021,400,1026,-996,-885,-101,14.9,5450,123,24.3,3
2022,350,944,-913,-830,-56,15.8,5750,129,24.3,3
2023,371,1014,-1036,-886,-65,15.5,5658,140,24.3,11
2024,393,992,-997,-824,-65,15.2,5564,117,22.8,9
2025,265,969,-1025,-880,-106,15.5,5641,115,24.7,5
2026,338,992,-1048,-860,-106,15.7,5717,132,24.3,9
2027,332,1044,-1108,-920,-94,15.6,5695,135,24.5,10
2028,321,943,-953,-791,-68,15.7,5734,132,23.8,10
2029,467,1000,-837,-844,-9,15.9,5793,135,24.7,7
2030,355,977,-1000,-855,-104,14.5,5281,110,24.4,14
2031,212,1009,-1164,-882,-124,15.1,5508,124,24.2,6
2032,306,1001,-1029,-871,-87,15.5,5681,135,24.2,6
2033,340,1007,-985,-844,-66,15.4,5616,135,25.3,8
2034,431,988,-882,-813,-20,15.7,5733,114,24.7,3
2035,344,940,-918,-786,-32,15.3,5584,118,24.5,8
2036,313,988,-1004,-845,-60,15.5,5660,125,24.3,10
2037,306,981,-1021,-859,-99,16.3,5938,141,25.6,11
2038,295,1054,-1084,-929,-81,16.2,5907,144,25.2,9
2039,304,979,-999,-788,-109,15.1,5518,135,24.7,11
2040,385,943,-887,-780,-57,15.0,5475,123,22.9,1
2041,235,1016,-1084,-941,-73,15.2,5552,130,25.3,6
2042,342,1017,-1025,-872,-119,16.3,5955,160,23.5,10
2043,409,977,-903,-796,-63,15.0,5487,119,23.4,15
2044,301,1063,-1108,-982,-4,16.5,6054,146,26.0,13
2045,257,962,-1028,-862,-111,14.9,5431,124,22.9,18
2046,308,968,-962,-843,-26,14.1,5162,107,24.0,28
