year,annual-frozen-days
1987,46
1988,55
1989,39
1990,35
1991,30
1992,57
1993,41
1994,29
1995,30
1996,14
1997,9
1998,24
1999,34
2000,29
2001,40
2002,11
2003,28
2004,46
2005,74
2006,45
2007,25
2008,20
2009,36
2010,46
2011,46
2012,67
2013,62
2014,33
2015,57
2016,12
