year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,29,106,2
1988,37,115,4
1989,31,111,4
1990,24,114,3
1991,28,116,3
1992,36,105,3
1993,34,110,4
1994,31,99,3
1995,25,103,3
1996,29,105,4
1997,34,114,2
1998,32,113,4
1999,34,104,2
2000,23,113,3
2001,33,105,3
2002,30,117,4
2003,43,121,3
2004,37,114,4
2005,38,106,2
2006,40,110,3
2007,33,119,3
2008,33,113,3
2009,37,104,4
2010,40,97,2
2011,42,105,3
2012,33,108,4
2013,35,115,3
2014,23,108,2
2015,40,114,3
2016,31,106,3
2016
2017,28,108,4
2018,28,104,3
2019,28,112,2
2020,30,114,3
2021,26,109,4
2022,18,105,3
2023,27,103,4
2024,29,103,3
2025,18,109,5
2026,29,101,4
2027,35,102,4
2028,25,102,3
2029,23,109,4
2030,32,117,3
2031,26,94,3
2032,26,104,4
2033,28,106,4
2034,26,92,4
2035,22,109,2
2036,22,104,4
2037,23,96,4
2038,27,106,3
2039,32,108,4
2040,25,99,3
2041,30,110,4
2042,23,107,3
2043,31,104,4
2044,17,103,3
2045,29,106,3
2046,39,117,4
