year,annual-estival-days
1987,128
1988,104
1989,129
1990,117
1991,117
1992,118
1993,96
1994,114
1995,141
1996,120
1997,126
1998,112
1999,122
2000,130
2001,121
2002,123
2003,138
2004,132
2005,136
2006,142
2007,112
2008,104
2009,138
2010,114
2011,139
2012,132
2013,114
2014,143
2015,124
2016,129

min.,0
max.,150
steps.,11
decimals
