year,annual-precipitations
1987,457
1988,440
1989,448
1990,251
1991,291
1992,335
1993,419
1994,250
1995,367
1996,472
1997,527
1998,378
1999,259
2000,416
2001,297
2002,417
2003,431
2004,401
2005,290
2006,411
2007,367
2008,450
2009,256
2010,673
2011,341
2012,288
2013,359
2014,381
2015,248
2016,459
