year,annual-hydric-deficit
1987,1250
1988,1178
1989,1265
1990,1222
1991,1094
1992,1167
1993,1207
1994,1173
1995,1328
1996,1229
1997,1208
1998,1253
1999,1311
2000,1273
2001,1271
2002,1257
2003,1335
2004,1285
2005,1402
2006,1364
2007,1159
2008,1167
2009,1362
2010,1232
2011,1244
2012,1260
2013,1271
2014,1339
2015,1394
2016,1208
