year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,100,-345,-403,392
1988,-26,-216,-415,13
1989,-122,-312,-359,-29
1990,-82,-215,-325,41
1991,-14,-306,-371,56
1992,-79,-182,-294,-19
1993,-88,-247,-290,153
1994,-38,-364,-192,25
1995,-154,-361,-398,160
1996,218,-310,-302,160
1997,-83,-229,-371,108
1998,-127,-192,-431,-65
1999,-103,-222,-278,80
2000,-179,-259,-330,135
2001,53,-403,-339,-85
2002,1,-197,-327,203
2003,-61,-311,-212,188
2004,-35,-302,-348,3
2005,-151,-363,-304,21
2006,-22,-457,-379,12
2007,-112,-219,-474,-126
2008,-116,-303,-453,103
2009,-47,-287,-494,-59
2010,45,-325,-473,25
2011,-17,-397,-403,12
2012,-178,-305,-360,-38
2013,204,-256,-416,57
2014,-20,-359,-10,263
2015,-61,-338,-280,32
2016,-5,-196,-413,231
