year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,38,1,-246,11,4,-592,40,1,0
1988,26,1,-217,8,2,-537,42,3,91
1989,25,0,-280,11,1,-630,27,4,28
1990,41,0,-260,11,0,-552,32,4,68
1991,24,0,-132,6,4,-484,48,4,10
1992,30,0,-114,8,1,-381,43,2,211
1993,25,0,-248,9,2,-625,43,3,149
1994,28,0,-191,10,11,-573,46,2,64
1995,36,0,-225,11,1,-524,47,4,83
1996,40,0,-258,10,0,-600,50,5,51
1997,30,0,-223,8,6,-576,43,8,62
1998,31,0,-228,7,7,-567,33,18,88
1999,28,0,-216,11,4,-546,37,2,71
2000,28,0,-282,9,12,-657,33,5,87
2001,33,0,-181,8,5,-419,42,4,150
2002,23,0,-76,8,6,-365,31,8,36
2003,33,0,-177,9,8,-519,39,10,60
2004,23,0,-188,11,6,-541,44,2,55
2005,35,0,-200,8,7,-530,33,0,13
2006,34,0,-265,9,0,-567,29,4,39
2007,33,0,-255,8,7,-595,33,1,12
2008,32,1,-225,10,14,-596,30,3,37
2009,45,0,-231,9,5,-522,34,12,64
2010,29,0,-218,5,3,-513,37,8,37
2011,29,0,-240,10,9,-593,40,15,51
2012,22,0,-218,11,1,-388,43,3,196
2013,30,0,-190,8,8,-546,40,3,18
2014,30,0,-196,9,4,-506,38,3,25
2015,27,0,-182,10,17,-537,43,4,26
2016,34,0,-199,8,0,-357,30,2,132
2016
2017,40,0,-286,6,9,-529,18,7,209
2018,35,0,-278,10,11,-576,31,1,78
2019,38,1,-241,11,17,-571,40,0,62
2020,54,0,-285,9,9,-514,16,1,131
2021,54,0,-269,7,8,-654,26,0,16
2022,39,0,-222,4,15,-527,28,3,109
2023,36,0,-233,8,5,-615,19,0,27
2024,40,0,-268,7,9,-620,18,3,63
2025,42,0,-208,8,12,-545,42,0,59
2026,35,0,-221,8,15,-485,34,2,156
2027,40,0,-307,11,15,-683,29,10,62
2028,46,0,-124,7,16,-468,23,2,92
2029,50,0,-277,6,20,-610,29,0,78
2030,40,0,-329,8,16,-594,38,1,169
2031,43,0,-230,5,15,-579,34,5,79
2032,56,0,-242,10,17,-427,31,4,313
2033,44,0,-309,9,22,-621,28,0,104
2034,52,0,-282,11,15,-667,35,0,147
2035,41,0,-150,11,19,-542,37,3,127
2036,52,0,-270,10,20,-612,27,1,59
2037,53,0,-303,9,23,-646,31,8,74
2038,36,0,-215,8,12,-520,32,1,23
2039,48,0,-289,8,27,-602,27,7,93
2040,43,0,-240,10,11,-592,28,8,89
2041,28,0,-249,10,18,-620,33,4,5
2042,53,0,-245,8,7,-558,28,0,42
2043,44,0,-197,8,6,-360,31,6,173
2044,45,0,-236,9,6,-568,24,3,41
2045,47,0,-216,10,10,-555,26,0,151
2046,27,0,-229,9,11,-558,37,0,17

min,,0
max,,6
steps,,7
decimal
