year,annual-frozen-days
1987,34
1988,19
1989,20
1990,27
1991,28
1992,31
1993,28
1994,13
1995,13
1996,13
1997,14
1998,17
1999,20
2000,7
2001,16
2002,3
2003,18
2004,10
2005,35
2006,12
2007,11
2008,1
2009,13
2010,33
2011,6
2012,14
2013,39
2014,24
2015,40
2016,31
