year,annual-precipitations
1987,930
1988,576
1989,463
1990,535
1991,514
1992,488
1993,695
1994,652
1995,497
1996,956
1997,618
1998,436
1999,673
2000,597
2001,495
2002,891
2003,870
2004,551
2005,491
2006,433
2007,346
2008,443
2009,424
2010,506
2011,459
2012,392
2013,719
2014,1017
2015,540
2016,761
