year,F1,F3,M4
,label F1,label F3,label M4
1987,21,108,9
1988,29,104,5
1989,21,111,10
1990,34,96,7
1991,31,115,7
1992,35,107,7
1993,23,102,7
1994,27,110,8
1995,24,106,7
1996,36,102,8
1997,32,104,9
1998,34,106,9
1999,21,104,6
2000,23,101,8
2001,21,106,6
2002,40,110,6
2003,21,104,7
2004,32,114,8
2005,23,111,7
2006,33,99,8
2007,28,98,9
2008,23,107,8
2009,31,105,4
2010,25,104,4
2011,33,113,7
2012,30,104,5
2013,27,108,8
2014,24,101,6
2015,31,103,6
2016,36,105,6
2016
2017,23,97,9
2018,19,108,8
2019,21,116,10
2020,21,105,8
2021,22,105,9
2022,26,106,7
2023,21,97,7
2024,21,101,9
2025,34,104,8
2026,19,110,6
2027,29,110,9
2028,23,98,5
2029,23,97,6
2030,29,108,9
2031,22,105,6
2032,29,108,11
2033,30,107,10
2034,26,104,10
2035,29,111,10
2036,20,109,9
2037,28,101,9
2038,23,96,5
2039,22,104,9
2040,26,92,10
2041,23,102,9
2042,18,94,7
2043,14,103,6
2044,27,104,8
2045,22,111,10
2046,28,105,8

min,,70
max,,140
steps,,11
decimal
