year,annual-frozen-days
1987,91
1988,81
1989,82
1990,81
1991,86
1992,76
1993,91
1994,55
1995,76
1996,90
1997,78
1998,80
1999,69
2000,55
2001,61
2002,39
2003,80
2004,103
2005,108
2006,104
2007,92
2008,107
2009,89
2010,115
2011,87
2012,84
2013,88
2014,22
2015,56
2016,74
