year,annual-hydric-deficit
1987,285
1988,449
1989,-194
1990,-224
1991,-10
1992,-262
1993,-268
1994,-200
1995,-95
1996,-260
1997,-325
1998,28
1999,613
2000,138
2001,398
2002,357
2003,-213
2004,123
2005,-387
2006,-454
2007,-552
2008,-177
2009,-319
2010,-320
2011,-274
2012,-251
2013,746
2014,821
2015,249
2016,8
