year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,142,352,298,302
1988,287,404,251,344
1989,142,228,155,177
1990,132,188,100,214
1991,187,177,184,257
1992,63,136,139,192
1993,64,182,173,131
1994,112,159,171,160
1995,316,159,165,116
1996,72,84,163,235
1997,92,137,169,131
1998,113,201,274,294
1999,240,435,463,301
2000,154,154,333,360
2001,475,318,271,154
2002,200,237,242,497
2003,122,146,230,261
2004,228,136,311,311
2005,113,145,147,56
2006,161,142,130,49
2007,88,122,85,75
2008,93,158,98,328
2009,167,102,118,191
2010,90,198,68,169
2011,82,124,217,194
2012,62,143,167,263
2013,354,493,246,504
2014,475,304,478,449
2015,432,270,264,221
2016,331,187,118,167
