year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,2,19,3,2,0,5,84,54,145
1988,1,19,-61,5,0,-106,76,37,163
1989,3,17,32,3,0,-22,82,34,134
1990,0,14,69,2,0,31,91,58,160
1991,0,9,-7,0,0,14,88,62,234
1992,1,17,-37,2,0,-178,80,54,121
1993,3,8,45,4,0,-59,85,60,128
1994,0,11,-27,4,0,-129,84,48,217
1995,0,4,-65,4,0,-202,82,38,228
1996,2,7,15,3,0,-112,88,53,201
1997,0,17,42,3,0,-44,90,45,211
1998,2,6,-29,3,0,-108,81,53,236
1999,11,7,-68,5,1,-257,76,52,176
2000,5,7,-64,1,0,-168,82,50,105
2001,3,13,-83,7,1,-269,80,53,137
2002,3,12,92,2,0,67,84,42,260
2003,6,21,-34,2,0,-76,71,38,196
2004,2,18,29,2,0,-51,55,58,213
2005,2,26,-11,6,0,-96,76,47,260
2006,2,8,-114,4,0,-296,86,50,108
2007,1,16,10,4,4,-149,89,62,186
2008,3,7,-33,3,0,-148,81,36,133
2009,1,14,69,2,0,-41,89,48,235
2010,1,8,8,3,0,-144,83,61,129
2011,10,12,-30,3,1,-135,83,49,172
2012,6,14,11,4,0,-175,77,50,105
2013,3,19,-19,4,0,-142,85,54,144
2014,1,9,112,5,0,-30,87,58,201
2015,1,24,-74,0,0,-135,78,57,214
2016,1,12,-1,2,0,-42,77,49,341
2016
2017,2,21,-135,3,0,-320,72,36,157
2018,11,10,-95,3,0,-261,51,40,138
2019,6,28,-50,2,0,-153,67,28,161
2020,1,20,-53,1,0,-181,75,46,82
2021,17,18,-151,8,0,-384,62,42,127
2022,5,17,-94,2,0,-224,66,46,115
2023,7,23,-133,5,1,-355,57,50,229
2024,10,8,-180,5,0,-349,61,26,145
2025,13,21,-154,4,0,-311,58,50,130
2026,5,10,-149,5,0,-302,67,47,208
2027,0,21,-113,3,0,-288,70,33,65
2028,15,20,-125,5,0,-345,62,59,225
2029,14,9,-134,5,3,-276,69,56,221
2030,2,8,-132,2,0,-194,73,58,239
2031,15,21,-85,5,0,-273,52,36,105
2032,0,8,-76,4,0,-187,65,53,153
2033,4,18,-42,3,0,-130,74,53,205
2034,6,26,-137,3,0,-235,65,47,163
2035,10,14,-87,3,0,-212,62,50,230
2036,6,22,-85,1,0,-169,70,43,275
2037,9,7,-40,4,0,-239,72,44,174
2038,15,17,-100,2,0,-259,52,49,149
2039,9,11,-117,4,4,-224,65,34,93
2040,11,14,-61,3,1,-188,65,46,280
2041,3,10,-134,2,0,-240,67,60,194
2042,11,9,-87,2,0,-155,58,46,167
2043,4,14,-56,3,0,-172,67,40,151
2044,3,9,-142,5,2,-366,69,38,135
2045,8,30,-36,1,0,-203,68,40,152
2046,9,12,-106,4,0,-185,60,33,151

min,,0
max,,40
steps,,9
decimal
