year,annual-average-temperature
1987,10.1
1988,10.7
1989,11.1
1990,11.0
1991,10.4
1992,9.9
1993,10.4
1994,11.3
1995,10.4
1996,9.7
1997,10.8
1998,10.9
1999,11.1
2000,11.6
2001,11.1
2002,11.3
2003,11.8
2004,10.8
2005,9.9
2006,10.8
2007,10.7
2008,10.0
2009,10.7
2010,9.1
2011,11.1
2012,10.6
2013,10.6
2014,11.9
2015,11.9
2016,11.0

min,8
max,14
steps,7
decimal


