year,annual-precipitations
1987,1094
1988,1286
1989,702
1990,634
1991,806
1992,529
1993,551
1994,603
1995,756
1996,553
1997,528
1998,882
1999,1439
2000,1001
2001,1218
2002,1176
2003,758
2004,987
2005,460
2006,482
2007,370
2008,676
2009,579
2010,524
2011,617
2012,635
2013,1598
2014,1706
2015,1187
2016,802
