year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.4,12.5,18.9,7.4
1988,3.9,14.4,18.2,6.3
1989,5.1,13.7,18.6,6.8
1990,5.6,13.8,18.5,5.8
1991,4.1,12.4,20.0,5.0
1992,2.5,13.2,18.3,5.6
1993,2.9,14.9,17.8,5.9
1994,4.9,13.2,19.3,7.7
1995,3.7,13.0,17.9,7.0
1996,3.1,13.8,16.1,5.7
1997,4.5,13.5,18.6,6.6
1998,5.1,14.4,18.8,5.3
1999,3.7,14.3,19.7,6.3
2000,4.3,15.4,18.6,8.1
2001,5.9,13.9,17.9,6.3
2002,5.3,14.3,17.7,8.1
2003,3.4,16.5,20.7,6.5
2004,3.6,14.1,19.0,6.6
2005,1.8,14.5,17.9,5.0
2006,1.9,14.3,19.2,7.6
2007,5.4,15.2,17.1,4.9
2008,4.2,13.7,17.1,4.9
2009,1.8,15.0,19.1,6.5
2010,1.2,12.9,17.8,4.2
2011,3.9,15.3,18.2,6.9
2012,2.6,14.5,18.5,6.6
2013,2.6,13.3,19.3,6.9
2014,5.9,14.8,17.9,9.1
2015,4.2,15.3,19.9,8.0
2016,5.0,13.8,19.7,5.4
