year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,716,613,-78,-228,80,9.8,3702,40,18.3,82
1988,660,662,-188,-331,70,10.1,3795,64,18.1,74
1989,625,630,-194,-338,73,9.5,3645,31,17.7,82
1990,791,643,-58,-207,93,10.4,3940,43,18.5,71
1991,733,680,-191,-294,56,10.1,3740,30,15.9,65
1992,610,632,-222,-367,71,10.3,3889,53,18.2,94
1993,747,719,-255,-343,73,9.6,3600,22,17.2,64
1994,757,714,-198,-301,55,8.7,3402,31,17.1,103
1995,702,601,-90,-317,154,10.2,3764,34,17.9,65
1996,721,717,-254,-376,64,10.3,3847,30,17.3,64
1997,708,709,-272,-358,56,10.5,3888,46,18.4,69
1998,595,575,-160,-320,83,9.7,3660,37,15.8,77
1999,583,761,-460,-525,14,9.3,3451,27,16.9,95
2000,681,672,-239,-239,30,8.9,3402,35,17.7,96
2001,615,588,-173,-376,108,9.8,3611,36,15.9,70
2002,655,629,-172,-281,-18,9.2,3554,46,18.2,100
2003,756,598,-23,-243,60,8.8,3404,20,15.4,86
2004,689,605,-118,-255,54,9.1,3567,28,16.3,92
2005,691,608,-92,-288,123,9.4,3649,31,17.5,73
2006,768,657,-88,-321,136,10.1,3813,43,17.6,82
2007,718,651,-122,-286,98,10.2,3789,41,17.4,60
2008,696,575,-72,-151,51,8.8,3372,35,15.8,105
2009,594,641,-251,-352,73,10.8,3999,39,16.7,52
2010,760,611,-58,-233,107,9.9,3719,28,16.9,74
2011,726,598,-76,-271,35,9.8,3692,20,17.1,77
2012,878,670,10,-214,127,10.9,4058,54,17.2,51
2013,737,551,-14,-159,102,9.6,3545,27,16.2,66
2014,734,634,-94,-258,104,10.1,3762,32,16.8,74
2015,721,603,-82,-224,55,10.1,3746,37,17.8,74
2016,680,594,-105,-293,141,9.7,3584,37,17.1,70
2016
2017,608,635,-242,-389,128,10.7,3928,43,17.4,59
2018,667,680,-214,-330,87,11.7,4277,64,18.6,49
2019,636,635,-200,-298,25,11.0,4057,40,18.1,42
2020,655,661,-218,-390,78,11.2,4147,52,18.2,54
2021,680,733,-314,-372,12,10.1,3729,52,18.3,70
2022,726,621,-86,-216,65,9.8,3676,59,19.3,82
2023,850,745,-155,-348,148,10.3,3847,50,18.7,77
2024,718,733,-299,-394,36,11.2,4131,57,18.6,61
2025,783,629,-39,-248,175,11.1,4082,55,18.6,62
2026,755,705,-231,-274,4,11.8,4329,50,17.5,38
2027,716,756,-297,-359,58,11.3,4163,58,19.5,59
2028,709,658,-144,-270,94,10.7,3998,60,19.2,77
2029,671,748,-388,-395,14,11.4,4182,48,18.1,41
2030,645,712,-328,-371,-22,10.9,4006,46,17.7,51
2031,848,631,8,-165,72,10.1,3764,36,18.0,90
2032,684,661,-175,-319,117,11.1,4111,52,19.5,52
2033,763,613,-54,-200,117,10.4,3840,28,17.5,64
2034,527,726,-426,-431,3,12.3,4512,78,19.7,42
2035,724,644,-123,-283,108,11.0,4073,54,18.4,48
2036,624,674,-251,-335,46,11.2,4124,63,18.7,60
2037,542,690,-350,-426,50,11.1,4110,61,19.3,58
2038,706,661,-158,-231,40,10.8,4009,55,18.8,65
2039,741,648,-119,-236,73,10.6,3922,50,18.6,71
2040,739,621,-85,-261,111,10.6,3937,38,18.1,68
2041,735,651,-110,-257,65,10.6,3958,56,18.5,88
2042,717,646,-129,-313,109,10.9,4058,51,18.8,71
2043,695,633,-138,-272,109,11.5,4200,45,17.6,22
2044,691,615,-129,-305,77,10.5,3904,31,17.7,57
2045,732,659,-139,-236,16,11.3,4210,63,19.9,65
2046,750,570,-10,-258,151,9.7,3539,24,15.9,55

min,200,400,,,,6,2500,,12,30
max,1100,1000,,,,14,5000,,24,150
steps,10,11,,,,9,11,,5,9
decimal

