year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,103,-62,-26,65
1988,163,-212,-149,120
1989,33,-127,-165,108
1990,24,-115,-100,115
1991,-1,-138,-73,64
1992,35,-173,-123,92
1993,-53,-221,-149,170
1994,34,-135,-203,49
1995,139,-112,-149,39
1996,-16,-193,-145,108
1997,39,-117,-234,68
1998,-18,-132,-117,179
1999,79,-163,-16,94
2000,71,-150,27,92
2001,164,-177,-113,104
2002,71,-160,-99,183
2003,-19,-261,-313,46
2004,-1,-187,-94,39
2005,-10,-82,-206,23
2006,47,-154,-126,74
2007,50,-95,-97,28
2008,54,-179,-135,36
2009,63,-139,-155,120
2010,36,-118,-92,88
2011,1,-226,-113,59
2012,-20,-110,-129,111
2013,22,-35,-203,116
2014,-4,-182,-12,94
2015,14,-227,-218,41
2016,115,-37,-222,35
