year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1521,11,-228,4
1988,1728,11,-331,1
1989,1521,10,-338,1
1990,1702,12,-207,2
1991,1390,9,-294,2
1992,1784,12,-367,0
1993,1339,11,-343,5
1994,1363,10,-301,9
1995,1456,11,-317,8
1996,1447,10,-376,7
1997,1563,12,-358,6
1998,1433,12,-320,0
1999,1404,11,-525,11
2000,1298,9,-239,11
2001,1270,6,-376,4
2002,1611,11,-281,0
2003,1302,10,-243,3
2004,1455,11,-255,1
2005,1479,10,-288,0
2006,1645,9,-321,4
2007,1536,9,-286,4
2008,1257,9,-151,0
2009,1624,10,-352,3
2010,1431,11,-233,0
2011,1425,12,-271,1
2012,1776,10,-214,1
2013,1112,9,-159,10
2014,1530,9,-258,0
2015,1403,10,-224,8
2016,1414,9,-293,2
2016
2017,1512,11,-389,5
2018,1914,11,-330,4
2019,1635,12,-298,1
2020,1655,10,-390,4
2021,1509,11,-372,10
2022,1559,12,-216,3
2023,1636,12,-348,2
2024,1733,13,-394,5
2025,1751,10,-248,0
2026,1726,10,-274,0
2027,1840,12,-359,1
2028,1731,11,-270,10
2029,1721,11,-395,7
2030,1601,11,-371,3
2031,1509,11,-165,11
2032,1710,11,-320,2
2033,1460,11,-200,6
2034,2054,12,-431,1
2035,1694,11,-283,2
2036,1789,12,-335,4
2037,1910,12,-426,0
2038,1790,12,-231,3
2039,1666,12,-236,8
2040,1561,12,-261,3
2041,1745,10,-257,3
2042,1745,11,-313,0
2043,1601,11,-272,8
2044,1533,11,-305,0
2045,1854,13,-236,0
2046,1199,8,-258,1

min,,4
max,,17
steps,,8
decimal
