year,annual-hydric-deficit
1987,80
1988,-79
1989,-151
1990,-76
1991,-148
1992,-168
1993,-253
1994,-255
1995,-83
1996,-247
1997,-244
1998,-89
1999,-6
2000,40
2001,-22
2002,-5
2003,-547
2004,-242
2005,-276
2006,-159
2007,-114
2008,-224
2009,-112
2010,-85
2011,-279
2012,-148
2013,-101
2014,-104
2015,-390
2016,-109
