year,annual-precipitations
1987,826
1988,852
1989,683
1990,665
1991,625
1992,765
1993,823
1994,854
1995,730
1996,656
1997,812
1998,994
1999,764
2000,900
2001,900
2002,836
2003,580
2004,694
2005,763
2006,771
2007,910
2008,823
2009,819
2010,743
2011,710
2012,728
2013,614
2014,782
2015,743
2016,643
