year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,972,532,266,-70,131,8.2,3207,20,15.8,109
1988,906,569,162,-169,172,8.6,3339,24,17.1,101
1989,927,566,179,-143,168,9.6,3618,17,16.0,60
1990,1076,572,328,22,151,9.0,3409,34,17.0,88
1991,985,625,121,-124,125,9.0,3357,15,15.5,72
1992,1005,554,262,-15,131,9.0,3439,10,14.8,66
1993,948,704,-1,-242,82,9.2,3390,15,15.4,57
1994,830,680,-98,-328,84,9.1,3421,13,15.5,68
1995,870,564,141,-180,144,9.4,3564,18,16.4,67
1996,763,689,-197,-285,60,9.1,3442,17,15.3,73
1997,1066,564,262,92,104,8.4,3184,9,15.2,66
1998,970,552,233,-114,148,9.0,3415,20,16.9,86
1999,1104,714,116,-163,160,9.5,3528,20,16.8,69
2000,842,681,-91,-274,132,9.2,3525,21,15.9,81
2001,821,573,67,-153,93,9.5,3528,23,17.2,73
2002,965,556,226,-36,150,9.2,3464,17,15.2,67
2003,1015,591,234,-79,138,9.5,3625,19,16.1,88
2004,1030,573,250,-34,112,10.0,3675,18,16.0,46
2005,873,548,145,-24,60,8.9,3332,7,14.7,68
2006,902,589,125,-163,179,10.6,3919,33,17.7,55
2007,943,554,215,-23,95,8.6,3245,19,16.2,94
2008,913,547,175,-20,98,9.7,3574,16,16.9,55
2009,827,584,63,-153,95,8.8,3497,31,16.4,97
2010,912,587,140,-85,121,9.8,3645,24,16.1,58
2011,811,561,61,-197,101,8.9,3359,16,16.1,89
2012,856,564,83,-103,120,9.9,3696,30,17.6,63
2013,765,592,-27,-265,120,9.8,3657,39,17.5,67
2014,883,523,168,-128,152,8.9,3326,11,14.7,65
2015,1112,559,376,65,198,9.4,3493,34,16.8,92
2016,945,555,224,-71,110,8.6,3295,23,16.4,79
2016
2017,913,575,157,-208,254,9.5,3563,23,16.3,70
2018,936,578,172,-46,110,10.4,3794,38,17.3,59
2019,912,597,113,-125,177,10.8,3932,37,15.9,34
2020,836,608,29,-244,140,10.7,3915,27,16.7,45
2021,754,656,-160,-289,60,9.9,3650,27,16.3,65
2022,745,597,-53,-204,88,11.0,4040,51,17.6,51
2023,954,665,1,-106,42,10.8,3961,33,16.6,43
2024,856,653,-55,-248,92,9.6,3558,26,16.3,57
2025,772,585,2,-258,89,10.3,3796,46,17.8,63
2026,820,698,-147,-333,150,9.7,3623,20,16.2,62
2027,923,667,16,-177,121,10.7,3986,49,18.2,62
2028,872,580,102,-185,145,10.7,3928,40,17.6,41
2029,880,687,-107,-293,81,9.8,3638,20,17.2,57
2030,974,656,64,-267,151,10.0,3714,37,16.9,78
2031,884,561,134,-116,159,10.2,3775,15,16.9,52
2032,959,604,167,-120,150,10.4,3861,44,16.7,68
2033,953,592,177,-148,266,9.5,3610,32,17.7,69
2034,898,558,126,-133,110,9.9,3702,9,15.9,62
2035,1092,605,303,-83,208,9.8,3708,35,18.2,73
2036,802,574,36,-296,152,10.5,3912,24,17.3,54
2037,1101,583,324,28,162,10.0,3745,29,17.6,62
2038,984,564,225,-134,195,10.9,3978,16,16.0,39
2039,798,581,13,-169,95,10.2,3771,27,17.3,59
2040,918,578,148,-139,186,10.4,3864,31,17.3,46
2041,992,578,220,-126,216,10.4,3850,40,16.5,72
2042,803,616,-6,-238,132,10.6,3924,31,18.4,64
2043,716,563,-32,-269,143,9.9,3709,18,16.5,58
2044,980,589,202,-117,244,10.6,3970,39,18.2,59
2045,922,564,151,-62,158,10.2,3755,25,16.9,49
2046,759,589,-23,-256,86,10.7,3910,31,17.9,43
