year,annual-average-temperature
1987,9.6
1988,11.1
1989,11.6
1990,11.5
1991,10.4
1992,11.4
1993,10.4
1994,11.5
1995,11.2
1996,9.4
1997,11.0
1998,11.0
1999,11.6
2000,11.8
2001,11.1
2002,11.6
2003,11.5
2004,10.8
2005,11.3
2006,11.7
2007,11.7
2008,11.1
2009,11.1
2010,9.8
2011,11.7
2012,11.0
2013,10.4
2014,12.1
2015,11.6
2016,11.4
