year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,8,6,4,3,1,-68,71,41,81
1988,6,7,-46,2,1,-132,64,29,106
1989,3,0,-80,2,1,-128,60,18,109
1990,15,6,18,2,3,-17,71,34,147
1991,6,1,-68,3,0,-94,62,21,140
1992,7,3,-19,3,0,-31,58,23,188
1993,5,9,-101,1,1,-212,74,15,115
1994,6,3,-176,3,0,-283,55,30,124
1995,9,4,-102,3,1,-147,58,19,165
1996,3,3,-130,3,0,-299,57,28,151
1997,0,0,55,1,1,74,82,16,140
1998,3,3,-32,3,2,-97,73,35,116
1999,3,3,-27,2,1,-129,75,22,199
2000,8,5,-94,2,1,-240,52,21,133
2001,4,3,-86,3,0,-129,63,25,158
2002,14,3,-56,3,0,-16,68,25,118
2003,12,3,-15,3,0,-33,39,30,172
2004,3,1,-11,3,1,-84,71,19,155
2005,1,6,-43,0,0,-33,62,11,158
2006,12,4,-6,2,0,-80,61,16,116
2007,3,6,58,3,2,36,79,33,157
2008,3,3,12,4,1,-13,77,18,152
2009,10,3,-112,3,6,-227,53,33,148
2010,16,1,-43,4,2,-100,59,14,179
2011,8,3,-120,4,0,-235,64,38,129
2012,10,0,9,3,5,-52,74,23,131
2013,17,1,-35,6,3,-252,68,36,84
2014,7,2,-42,2,0,-122,75,28,121
2015,12,4,68,2,1,75,55,35,125
2016,6,8,11,2,0,-56,67,36,86
2016
2017,6,13,-95,1,0,-150,59,11,83
2018,15,4,73,3,1,-70,57,2,114
2019,24,1,-61,3,1,-107,54,8,129
2020,16,4,-72,3,1,-190,52,19,97
2021,10,2,-85,4,1,-238,64,17,100
2022,29,0,-64,4,1,-196,47,25,139
2023,16,12,-79,3,0,-127,61,9,207
2024,7,1,-70,2,5,-189,66,19,107
2025,24,5,-44,2,1,-160,63,19,58
2026,8,9,-103,1,0,-222,61,9,88
2027,21,1,-39,4,1,-165,47,26,123
2028,21,7,-43,4,0,-159,54,9,115
2029,4,3,-110,4,1,-254,74,12,87
2030,14,11,14,4,1,-213,56,28,86
2031,4,8,91,3,0,-51,62,4,82
2032,26,4,-4,1,3,-90,38,12,124
2033,10,4,-6,3,1,-100,72,10,117
2034,5,2,12,3,0,-77,73,17,126
2035,11,16,9,2,3,-47,59,13,122
2036,12,16,-121,6,2,-253,59,15,113
2037,5,1,64,1,5,46,64,6,151
2038,7,6,-43,0,0,-90,53,10,92
2039,7,4,-8,2,0,-136,66,14,90
2040,16,7,-43,4,6,-167,65,8,142
2041,19,8,-32,0,0,-60,46,14,75
2042,4,2,-26,3,0,-160,55,14,98
2043,13,6,-71,4,1,-194,63,6,73
2044,8,0,-38,1,4,-82,58,17,110
2045,8,1,1,5,0,-107,69,12,197
2046,9,4,-74,4,3,-179,59,8,63
