year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,205,216,197,208
1988,291,85,285,191
1989,168,193,142,180
1990,178,121,173,194
1991,126,154,119,226
1992,148,160,208,249
1993,106,143,296,278
1994,231,197,216,211
1995,323,164,130,114
1996,86,118,256,196
1997,131,315,184,182
1998,137,312,284,261
1999,216,168,194,186
2000,214,197,312,178
2001,237,198,253,212
2002,239,193,177,227
2003,127,137,140,177
2004,136,130,246,183
2005,197,215,210,142
2006,153,210,196,212
2007,250,185,277,198
2008,184,204,277,157
2009,184,113,215,308
2010,128,100,321,194
2011,164,132,238,176
2012,132,192,186,218
2013,112,181,126,195
2014,98,250,279,156
2015,199,110,253,181
2016,188,253,84,119
