year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,0.6,12.7,17.3,7.4
1988,5.4,13.8,17.1,8.0
1989,6.5,13.3,18.3,8.1
1990,7.6,13.4,17.0,7.7
1991,4.3,11.4,18.7,6.8
1992,5.5,14.5,18.7,6.8
1993,4.3,14.9,16.0,5.9
1994,5.1,13.3,18.6,8.7
1995,5.3,13.3,18.9,7.1
1996,2.1,13.1,16.3,6.0
1997,5.1,13.0,18.5,7.5
1998,6.5,14.3,16.8,6.1
1999,5.5,14.1,19.3,7.2
2000,5.9,15.2,17.3,8.9
2001,5.0,13.5,17.9,7.9
2002,6.4,14.3,17.7,7.8
2003,4.4,15.1,19.2,7.2
2004,4.7,13.3,18.1,7.0
2005,4.8,14.3,17.7,8.1
2006,2.6,14.0,19.9,10.1
2007,7.4,15.8,16.8,6.9
2008,6.1,14.3,17.1,6.8
2009,3.3,14.8,18.3,7.8
2010,2.8,13.1,18.0,5.2
2011,5.0,15.4,17.6,8.6
2012,4.7,13.7,17.7,7.7
2013,2.2,12.9,18.2,8.3
2014,7.3,14.2,17.8,9.1
2015,4.6,13.3,18.2,9.9
2016,5.0,14.3,19.1,7.1
