year,annual-frozen-days
1987,73
1988,28
1989,36
1990,27
1991,59
1992,27
1993,59
1994,35
1995,48
1996,78
1997,42
1998,42
1999,34
2000,31
2001,50
2002,38
2003,61
2004,64
2005,54
2006,59
2007,30
2008,45
2009,54
2010,87
2011,44
2012,43
2013,64
2014,22
2015,37
2016,47
