year,annual-estival-days
1987,24
1988,30
1989,57
1990,39
1991,33
1992,56
1993,30
1994,45
1995,55
1996,26
1997,43
1998,28
1999,53
2000,37
2001,39
2002,33
2003,71
2004,37
2005,46
2006,57
2007,29
2008,34
2009,43
2010,42
2011,48
2012,40
2013,42
2014,34
2015,42
2016,44
