year,annual-estival-days
1987,11
1988,11
1989,31
1990,25
1991,27
1992,40
1993,18
1994,36
1995,46
1996,21
1997,29
1998,22
1999,50
2000,25
2001,39
2002,31
2003,56
2004,30
2005,41
2006,61
2007,30
2008,28
2009,33
2010,28
2011,32
2012,27
2013,33
2014,30
2015,32
2016,40
