year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,113,-57,59,179
1988,242,-142,95,139
1989,78,-114,-69,115
1990,130,-83,-33,159
1991,25,-34,-161,171
1992,88,-166,-81,183
1993,66,-82,175,279
1994,201,-29,45,195
1995,145,-99,-182,17
1996,32,-175,-1,152
1997,44,-67,-57,108
1998,91,15,-27,244
1999,112,-92,-100,147
2000,169,-123,26,57
2001,128,-113,-56,135
2002,115,-128,-36,164
2003,36,-140,-109,80
2004,126,-135,-1,79
2005,54,-106,-20,71
2006,65,-152,-141,165
2007,157,-133,-20,119
2008,99,-154,-45,88
2009,105,-176,-151,175
2010,56,-169,96,122
2011,46,-213,-37,92
2012,40,-112,-34,154
2013,49,-102,-103,135
2014,17,-14,-31,106
2015,116,-177,35,146
2016,112,-35,-167,69
