year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1221,10,-226,3
1988,1416,11,-140,0
1989,1094,8,-220,4
1990,1281,11,-167,1
1991,1155,10,-315,5
1992,1380,11,-166,2
1993,1241,11,-310,8
1994,1203,10,-291,2
1995,1305,11,-119,3
1996,1412,10,-441,4
1997,1315,10,-159,6
1998,1468,12,-167,6
1999,1184,8,-347,3
2000,1407,11,-250,4
2001,1186,11,-149,10
2002,1179,10,-189,4
2003,1389,12,-281,4
2004,1200,10,-291,11
2005,1151,10,-75,1
2006,1118,10,-19,4
2007,1127,8,-226,5
2008,1198,10,-144,5
2009,1134,10,-8,12
2010,1263,9,-192,4
2011,1264,9,-254,4
2012,1039,9,-8,3
2013,1137,9,-156,5
2014,1319,10,-188,6
2015,1034,8,-25,3
2016,1251,11,-138,6
2016
2017,1335,9,-140,4
2018,1446,12,-299,1
2019,1420,12,-198,0
2020,1486,12,-229,1
2021,1390,12,-227,2
2022,1528,10,-190,6
2023,1374,10,-233,1
2024,1347,12,-165,8
2025,1387,14,-199,5
2026,1396,12,-247,0
2027,1607,11,-393,0
2028,1249,11,-75,3
2029,1284,11,-271,0
2030,1572,13,-297,0
2031,1302,10,-132,6
2032,1525,11,-292,2
2033,1469,12,-99,1
2034,1193,10,-58,1
2035,1398,12,-263,2
2036,1330,10,-240,6
2037,1560,13,-327,1
2038,1501,12,-125,3
2039,1287,12,-26,5
2040,1190,12,-168,7
2041,1354,11,-200,2
2042,1484,11,-196,5
2043,1482,12,-224,2
2044,1432,11,-255,1
2045,1406,11,-250,2
2046,1403,11,-241,0
