year,F1,F3,M4
,label F1,label F3,label M4
1987,86,142,2
1988,63,132,0
1989,60,138,2
1990,71,128,2
1991,72,138,0
1992,71,136,0
1993,71,137,2
1994,58,139,1
1995,60,138,0
1996,51,131,1
1997,56,138,1
1998,61,137,0
1999,49,123,2
2000,67,130,3
2001,58,142,2
2002,69,140,2
2003,74,140,1
2004,62,140,3
2005,50,125,0
2006,59,144,3
2007,38,141,1
2008,68,131,1
2009,65,141,0
2010,54,132,3
2011,61,134,4
2012,58,148,0
2013,91,151,1
2014,65,137,1
2015,49,130,1
2016,63,140,0
2016
2017,47,131,3
2018,49,139,3
2019,56,135,1
2020,63,124,3
2021,59,136,0
2022,104,146,0
2023,43,124,0
2024,70,140,1
2025,57,142,4
2026,58,119,1
2027,77,136,3
2028,59,141,0
2029,47,129,0
2030,59,131,4
2031,32,137,0
2032,70,140,3
2033,82,140,1
2034,79,146,0
2035,45,129,2
2036,48,144,4
2037,59,131,2
2038,60,137,2
2039,50,137,2
2040,64,133,2
2041,51,138,2
2042,57,133,1
2043,49,134,0
2044,59,137,2
2045,39,128,2
2046,56,138,2
