year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-0.3,11.6,15.9,6.9
1988,4.8,12.7,15.9,7.1
1989,5.9,12.6,17.1,7.1
1990,7.0,12.9,16.0,7.0
1991,3.4,10.6,17.8,6.2
1992,4.7,14.0,17.6,6.1
1993,3.6,14.0,14.8,5.2
1994,4.0,12.4,17.8,7.6
1995,4.6,12.3,18.0,5.8
1996,0.1,11.8,15.5,5.1
1997,4.0,12.1,17.6,6.1
1998,5.9,13.7,16.0,5.5
1999,4.9,13.4,18.5,6.9
2000,5.5,14.2,16.5,8.2
2001,3.9,12.8,17.3,8.1
2002,6.0,13.7,17.8,6.1
2003,3.7,14.2,18.3,6.3
2004,4.2,13.0,17.5,6.8
2005,4.1,13.4,17.0,7.7
2006,2.0,13.6,19.3,9.7
2007,6.6,15.1,16.5,6.7
2008,5.6,13.5,16.8,6.3
2009,3.0,14.3,17.6,7.0
2010,1.7,12.4,16.9,4.8
2011,4.1,14.8,16.9,7.6
2012,4.1,13.1,17.0,6.6
2013,1.4,12.2,17.5,8.0
2014,6.3,13.7,17.6,8.8
2015,4.2,12.4,17.3,9.3
2016,4.1,13.7,18.2,6.1
