year,annual-precipitations
1987,857
1988,954
1989,668
1990,794
1991,595
1992,722
1993,1060
1994,1077
1995,589
1996,627
1997,681
1998,1005
1999,743
2000,792
2001,813
2002,846
2003,671
2004,832
2005,733
2006,705
2007,872
2008,707
2009,692
2010,798
2011,628
2012,721
2013,663
2014,737
2015,830
2016,682
