year,annual-average-temperature
1987,8.5
1988,10.2
1989,10.7
1990,10.8
1991,9.6
1992,10.6
1993,9.5
1994,10.5
1995,10.2
1996,8.2
1997,10.0
1998,10.3
1999,11.0
2000,11.1
2001,10.6
2002,10.9
2003,10.7
2004,10.4
2005,10.6
2006,11.2
2007,11.3
2008,10.6
2009,10.5
2010,9.0
2011,10.9
2012,10.2
2013,9.8
2014,11.6
2015,10.8
2016,10.5
