year,annual-frozen-days
1987,76
1988,37
1989,40
1990,32
1991,66
1992,31
1993,56
1994,38
1995,59
1996,93
1997,56
1998,43
1999,37
2000,37
2001,58
2002,43
2003,73
2004,60
2005,51
2006,62
2007,37
2008,46
2009,58
2010,81
2011,51
2012,49
2013,71
2014,21
2015,36
2016,57
