year,annual-frozen-days
1987,105
1988,90
1989,42
1990,26
1991,52
1992,54
1993,72
1994,56
1995,88
1996,135
1997,98
1998,76
1999,69
2000,66
2001,104
2002,92
2003,93
2004,83
2005,92
2006,89
2007,41
2008,47
2009,88
2010,127
2011,86
2012,90
2013,98
2014,51
2015,28
2016,64
