year,annual-precipitations
1987,554
1988,509
1989,493
1990,515
1991,558
1992,394
1993,564
1994,648
1995,523
1996,372
1997,438
1998,1407
1999,1417
2000,675
2001,648
2002,813
2003,604
2004,724
2005,580
2006,722
2007,853
2008,725
2009,666
2010,651
2011,705
2012,724
2013,562
2014,663
2015,673
2016,576
