year,annual-estival-days
1987,0
1988,3
1989,13
1990,1
1991,5
1992,10
1993,0
1994,18
1995,17
1996,10
1997,24
1998,1
1999,16
2000,9
2001,10
2002,38
2003,16
2004,10
2005,7
2006,25
2007,8
2008,15
2009,23
2010,9
2011,13
2012,8
2013,9
2014,27
2015,7
2016,18
