year,V1,V2,V3,V9
,label V1-EMU,label V2-EMU,label V3,label V9-EMU
1987,1037,8,-138,0
1988,925,7,-202,1
1989,1068,10,-194,3
1990,1229,9,-167,0
1991,969,8,-305,4
1992,935,7,-81,0
1993,929,9,-275,1
1994,1143,9,-382,0
1995,1098,9,-130,2
1996,1308,10,-324,0
1997,1078,10,-363,6
1998,1068,9,-144,0
1999,1074,9,-472,0
2000,1145,9,-268,0
2001,1131,10,-204,0
2002,1089,9,-193,0
2003,1189,9,-108,0
2004,1133,10,-61,0
2005,1012,10,-143,0
2006,1015,8,-54,0
2007,1094,8,-75,0
2008,996,10,-116,1
2009,915,8,-207,1
2010,1143,10,-74,0
2011,1037,9,-156,1
2012,1240,11,-227,0
2013,997,9,-135,0
2014,937,11,-209,1
2015,1236,12,-125,3
2016,1076,9,-143,1
2016
2017,1292,10,-170,0
2018,1138,10,-138,0
2019,1178,11,-5,1
2020,1297,11,-186,1
2021,1063,10,-300,1
2022,1175,11,-125,0
2023,1173,10,-249,1
2024,1107,10,-234,1
2025,1006,9,-125,1
2026,1163,12,-355,0
2027,1246,10,-320,0
2028,1127,10,-169,2
2029,1128,10,-247,0
2030,1345,10,-304,0
2031,1141,8,-227,0
2032,1317,10,-124,0
2033,1167,11,-149,0
2034,1261,10,-237,1
2035,1181,10,-41,0
2036,1210,9,-208,0
2037,1191,10,-147,1
2038,1246,12,-263,0
2039,1181,10,-195,0
2040,1129,9,-68,0
2041,1354,9,-230,0
2042,1292,10,-266,0
2043,1251,9,-124,0
2044,1330,11,-154,0
2045,1201,11,-251,0
2046,1170,10,-204,0
