year,annual-average-temperature
1987,6.1
1988,8.0
1989,8.9
1990,9.2
1991,8.2
1992,9.1
1993,7.8
1994,8.5
1995,8.0
1996,6.4
1997,7.9
1998,7.8
1999,8.4
2000,8.8
2001,7.6
2002,8.5
2003,8.3
2004,8.2
2005,8.4
2006,8.8
2007,9.3
2008,9.3
2009,8.7
2010,6.6
2011,8.8
2012,7.9
2013,8.1
2014,9.8
2015,9.3
2016,9.0
