year,annual-average-temperature
1987,8.1
1988,15.6
1989,15.2
1990,14.7
1991,14.4
1992,14.1
1993,15.4
1994,15.5
1995,15.0
1996,15.7
1997,15.4
1998,15.3
1999,15.3
2000,15.7
2001,15.4
2002,15.5
2003,14.9
2004,14.4
2005,15.2
2006,16.7
2007,16.0
2008,15.8
2009,14.0
2010,16.2
2011,15.5
2012,15.5
2013,15.7
2014,16.0
2015,16.0
2016

min,12
max,17
steps,11
decimal,1
