year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,9.1,16.8,23.2,12.0
1988,9.6,16.2,23.0,12.0
1989,8.8,15.8,22.7,12.8
1990,9.8,16.0,23.5,11.4
1991,8.3,15.3,23.7,11.4
1992,7.7,15.7,22.2,11.8
1993,7.6,16.1,21.6,10.9
1994,9.2,16.7,22.9,12.6
1995,10.1,16.3,22.0,13.4
1996,9.6,16.4,21.6,12.4
1997,10.1,17.1,21.6,13.7
1998,10.3,16.6,22.6,11.9
1999,8.8,17.5,23.1,11.4
2000,9.1,17.2,22.6,12.1
2001,10.9,17.4,22.8,11.4
2002,9.7,16.4,22.0,13.2
2003,8.6,17.5,23.5,12.1
2004,9.0,15.8,23.1,11.9
2005,7.2,17.4,22.0,10.9
2006,8.1,17.3,22.8,12.7
2007,10.9,18.8,24.6,12.4
2008,10.7,17.6,23.7,11.6
2009,9.3,17.6,22.9,13.3
2010,7.7,15.3,22.3,10.8
2011,8.8,18.5,24.3,12.8
2012,8.2,18.1,22.9,12.7
2013,9.0,16.5,23.6,12.6
2014,9.8,17.6,22.9,12.4
2015,9.4,17.7,23.6,13.2
2016,10.1,17.6,23.7,12.7
