year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-FGN,label C2,label C3-FGN,label C12,label M1-FGN,label M2,label M8,label Co2,label Co3
1987,4,0,-335,9,0,-582,32,1,89
1988,2,1,-411,2,2,-675,28,5,21
1989,0,0,-397,10,0,-597,28,5,31
1990,4,0,-320,10,5,-590,36,5,38
1991,1,0,-391,8,1,-630,53,6,86
1992,0,0,-386,11,0,-604,37,0,10
1993,0,0,-353,6,0,-597,47,2,77
1994,3,1,-475,11,0,-769,40,1,28
1995,2,0,-425,10,0,-643,26,5,21
1996,4,0,-560,1,0,-727,29,4,22
1997,1,0,-375,11,4,-708,46,2,66
1998,2,1,-376,9,1,-592,40,2,34
1999,0,0,-460,9,0,-688,30,4,64
2000,2,0,-469,11,1,-712,30,4,54
2001,0,0,-425,5,1,-641,37,2,2
2002,3,0,-327,10,0,-668,30,13,62
2003,0,0,-403,9,0,-619,38,8,57
2004,6,0,-323,8,0,-622,39,0,66
2005,1,0,-299,6,2,-565,35,5,33
2006,2,0,-239,11,0,-628,46,2,35
2007,1,0,-237,7,1,-562,37,4,57
2008,0,1,-455,11,0,-639,22,4,18
2009,7,1,-421,4,0,-632,32,5,13
2010,1,0,-497,8,2,-678,30,20,15
2011,3,0,-283,9,1,-601,38,6,29
2012,0,0,-385,9,0,-617,42,2,35
2013,2,0,-373,10,0,-675,30,8,11
2014,2,0,-422,8,0,-626,43,11,29
2015,0,0,-198,9,2,-637,26,0,46
2016,0,0,-272,10,1,-567,45,3,29
2016
2017,11,0,-457,8,7,-676,32,3,88
2018,7,0,-344,8,4,-723,32,3,18
2019,2,0,-413,10,3,-659,36,2,34
2020,5,0,-411,10,3,-612,37,0,55
2021,4,0,-556,6,3,-762,17,1,22
2022,5,0,-456,7,8,-635,25,2,28
2023,1,0,-333,8,3,-701,35,3,20
2024,17,0,-568,8,3,-807,26,3,21
2025,3,0,-420,7,11,-687,29,4,62
2026,1,0,-410,8,5,-685,30,0,3
2027,9,0,-369,11,4,-672,30,0,80
2028,0,0,-424,10,5,-637,37,4,91
2029,1,0,-482,7,6,-744,30,0,49
2030,0,0,-457,10,2,-716,37,0,78
2031,0,0,-395,11,0,-638,29,3,19
2032,2,0,-427,9,1,-633,30,1,75
2033,5,0,-410,11,3,-628,25,0,22
2034,0,0,-320,10,1,-618,24,1,66
2035,0,0,-339,11,3,-629,36,2,38
2036,6,0,-517,11,8,-732,22,6,64
2037,2,0,-463,9,7,-710,18,2,119
2038,3,0,-392,4,2,-623,46,3,3
2039,7,0,-405,9,2,-666,36,2,25
2040,1,0,-421,10,6,-748,30,6,16
2041,9,0,-383,6,1,-671,41,2,121
2042,6,0,-303,11,1,-673,42,3,30
2043,0,0,-376,7,3,-649,41,9,13
2044,13,0,-288,11,6,-710,26,6,13
2045,0,0,-332,10,5,-653,34,12,0
2046,2,0,-402,7,7,-636,25,4,55

min,,,,0,,,5
max,,,,12,,,55
steps,,,,13,,,11
decimal
