year,annual-precipitations
1987,356
1988,254
1989,463
1990,288
1991,393
1992,316
1993,254
1994,116
1995,124
1996,319
1997,334
1998,168
1999,144
2000,149
2001,346
2002,227
2003,270
2004,286
2005,203
2006,258
2007,382
2008,251
2009,355
2010,286
2011,190
2012,416
2013,309
2014,147
2015,306
2016,316
