year,annual-precipitations
1987,758
1988,903
1989,667
1990,800
1991,541
1992,698
1993,717
1994,743
1995,847
1996,607
1997,836
1998,767
1999,867
2000,916
2001,960
2002,829
2003,566
2004,703
2005,600
2006,753
2007,858
2008,775
2009,666
2010,801
2011,637
2012,832
2013,882
2014,655
2015,529
2016,758
