year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,0.1,12.0,17.8,6.5
1988,4.5,13.3,16.6,6.6
1989,4.7,12.5,17.3,6.0
1990,6.0,12.5,16.9,6.3
1991,2.9,11.1,19.0,5.1
1992,3.9,13.6,18.2,6.3
1993,3.4,14.4,16.4,5.3
1994,5.2,13.1,18.5,8.2
1995,5.1,12.6,17.9,6.8
1996,1.9,12.9,16.1,5.5
1997,4.1,12.8,18.3,6.4
1998,4.9,13.9,17.2,5.1
1999,4.6,13.7,18.7,6.0
2000,5.1,14.4,17.4,8.5
2001,5.4,13.1,17.7,6.7
2002,5.0,14.1,17.4,8.1
2003,3.2,15.3,19.9,6.3
2004,3.8,13.2,18.1,6.2
2005,3.4,14.4,17.8,7.0
2006,2.0,13.9,19.6,8.9
2007,6.2,15.9,16.6,5.8
2008,5.2,14.0,16.8,6.1
2009,2.5,14.9,18.6,7.3
2010,2.7,13.4,17.8,5.0
2011,6.0,15.8,18.5,9.4
2012,3.9,13.8,18.2,7.4
2013,1.8,12.8,18.6,7.6
2014,6.6,14.8,18.0,8.7
2015,3.9,14.2,19.5,9.0
2016,4.8,13.5,19.3,5.9
