year,annual-frozen-days
1987,88
1988,55
1989,83
1990,58
1991,87
1992,59
1993,66
1994,43
1995,60
1996,91
1997,72
1998,71
1999,48
2000,32
2001,66
2002,49
2003,84
2004,71
2005,70
2006,73
2007,36
2008,65
2009,66
2010,78
2011,20
2012,49
2013,71
2014,19
2015,48
2016,60
