year,A1,A2,A3
,label A1,label A2,label A3
1987,12,2578,87
1988,9,2998,94
1989,16,2936,105
1990,18,2746,133
1991,11,3052,112
1992,4,2969,36
1993,26,2820,195
1994,5,3098,69
1995,22,2796,123
1996,13,3104,107
1997,1,3140,16
1998,29,2841,184
1999,18,2887,151
2000,1,2799,45
2001,15,2928,120
2002,22,2878,157
2003,5,3064,51
2004,11,2832,87
2005,18,2686,147
2006,12,3128,84
2007,8,3066,72
2008,18,2625,112
2009,18,2946,155
2010,9,2605,88
2011,9,3001,68
2012,16,2744,95
2013,15,2926,144
2014,20,2793,146
2015,26,2534,143
2016,18,2765,122
2016
2017,27,2588,196
2018,25,2700,179
2019,5,2813,69
2020,20,2621,145
2021,23,2551,155
2022,33,2706,211
2023,22,2720,191
2024,28,2515,263
2025,23,2500,171
2026,34,2579,284
2027,19,2668,153
2028,23,2425,163
2029,18,2747,154
2030,4,2843,75
2031,19,2544,148
2032,16,2620,126
2033,18,2511,133
2034,38,2659,269
2035,34,2609,213
2036,16,2721,130
2037,41,2675,306
2038,16,2509,133
2039,23,2575,178
2040,39,2416,254
2041,25,2706,184
2042,37,2812,233
2043,29,2441,213
2044,14,2587,110
2045,21,2715,167
2046,12,2491,114
