year,annual-hydric-deficit
1987,10
1988,143
1989,-160
1990,32
1991,-214
1992,-18
1993,-37
1994,17
1995,97
1996,-132
1997,67
1998,11
1999,122
2000,166
2001,204
2002,57
2003,-316
2004,-68
2005,-171
2006,-19
2007,97
2008,47
2009,-118
2010,31
2011,-189
2012,50
2013,139
2014,-135
2015,-340
2016,4
