year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,899,571,136,-83,41,10.4,3829,22,16.4,61
1988,875,584,112,-131,124,9.3,3445,31,16.7,70
1989,1002,579,247,-24,152,9.7,3620,31,17.5,68
1990,667,631,-166,-288,69,10.0,3746,41,16.3,76
1991,973,678,65,-178,111,9.0,3410,19,16.1,81
1992,723,571,-33,-191,75,9.1,3428,19,15.9,91
1993,841,758,-200,-344,55,10.3,3856,47,18.7,68
1994,898,702,-37,-172,22,8.9,3342,24,16.2,100
1995,954,572,190,-16,50,9.8,3659,29,17.4,61
1996,882,701,-76,-300,74,8.9,3372,33,16.7,92
1997,805,655,-91,-201,15,8.2,3129,9,14.4,89
1998,806,611,4,-231,155,10.0,3729,48,17.9,77
1999,725,751,-315,-475,12,9.8,3678,39,17.8,70
2000,822,697,-133,-269,54,9.5,3551,23,15.6,72
2001,934,605,159,-187,144,9.6,3618,40,17.2,88
2002,753,603,-54,-217,115,9.8,3690,37,18.0,88
2003,796,598,12,-165,84,9.1,3538,24,16.7,95
2004,861,594,68,-208,213,9.6,3615,31,16.8,74
2005,827,615,13,-194,94,10.6,3962,45,18.3,63
2006,794,563,58,-162,152,8.5,3287,27,15.9,96
2007,847,577,76,-130,130,9.0,3434,24,16.7,86
2008,698,594,-90,-300,116,10.4,3831,35,17.6,38
2009,727,647,-105,-266,39,9.8,3722,49,17.8,76
2010,820,609,8,-213,111,10.1,3725,28,16.4,51
2011,774,564,9,-150,71,9.3,3480,23,16.7,80
2012,674,597,-117,-242,17,10.0,3717,32,16.6,58
2013,628,587,-151,-263,61,9.9,3700,41,17.9,94
2014,712,595,-65,-217,46,10.0,3752,37,17.6,61
2015,802,611,-11,-237,64,10.8,3978,39,17.7,43
2016,785,615,-14,-346,137,10.1,3834,37,16.6,64
2016
2017,736,636,-99,-303,114,11.0,4105,59,18.9,56
2018,752,631,-66,-355,164,10.5,3896,52,17.2,71
2019,773,580,1,-230,114,9.6,3552,26,17.1,75
2020,762,624,-68,-269,139,10.7,3960,44,17.9,65
2021,777,687,-165,-312,89,10.6,3910,46,17.7,52
2022,837,612,11,-210,86,10.8,4000,57,18.8,76
2023,698,779,-353,-441,52,10.6,3905,58,18.2,68
2024,775,763,-258,-513,155,11.3,4244,73,18.8,75
2025,855,644,3,-247,137,11.2,4126,53,17.5,48
2026,759,781,-333,-486,124,11.2,4169,63,19.4,73
2027,872,688,-71,-266,92,10.3,3816,41,16.9,56
2028,641,650,-202,-342,81,11.4,4202,52,18.0,56
2029,730,725,-287,-451,95,10.3,3791,47,17.8,64
2030,921,632,52,-161,157,9.4,3501,25,16.6,78
2031,641,572,-122,-331,58,10.8,3934,48,18.0,51
2032,642,614,-166,-344,110,10.5,3898,37,17.5,57
2033,885,628,57,-234,185,11.0,4041,38,17.6,55
2034,945,656,96,-201,116,10.9,4007,63,20.1,62
2035,849,648,4,-280,129,10.9,4045,51,19.0,67
2036,872,615,61,-242,238,10.4,3891,45,17.8,68
2037,749,682,-126,-377,129,11.2,4136,73,20.0,67
2038,621,631,-209,-363,85,11.0,4027,49,17.7,63
2039,802,580,27,-171,75,10.8,3952,38,17.5,31
2040,823,667,-54,-342,155,11.4,4213,61,18.1,43
2041,616,659,-221,-320,62,10.8,3943,64,17.9,70
2042,857,647,33,-182,127,10.5,3878,60,18.5,78
2043,741,668,-122,-369,170,11.5,4208,65,18.9,48
2044,616,624,-197,-319,69,10.6,3912,36,17.5,50
2045,746,648,-97,-330,163,10.4,3842,48,18.8,69
2046,712,613,-105,-341,161,11.0,4015,40,17.5,49

min,550,500,,,,7,3000,,14
max,1050,1000,,,,13,5000,,22
steps,11,11,,,,7,11,,5
decimal
