year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,11,6,-19,4,1,-70,58,24,139
1988,6,3,20,4,2,-149,60,26,142
1989,9,4,51,1,2,18,65,36,111
1990,24,5,-76,3,0,-283,52,23,72
1991,7,3,-82,5,7,-214,60,22,266
1992,8,9,-63,3,0,-115,52,31,160
1993,11,1,-121,3,9,-288,57,26,84
1994,12,6,-78,3,0,-173,47,44,212
1995,7,2,50,2,10,-35,68,23,155
1996,5,6,-53,3,5,-204,65,29,144
1997,2,0,-106,5,0,-252,59,38,206
1998,14,4,-23,4,8,-176,53,25,91
1999,12,3,-142,5,3,-378,66,17,73
2000,8,7,-96,4,0,-182,49,31,160
2001,12,1,-26,2,0,-111,51,32,68
2002,8,8,-102,5,3,-151,60,29,98
2003,15,3,-139,5,0,-249,53,36,198
2004,17,8,-36,5,2,-183,68,18,96
2005,18,1,-26,6,1,-192,56,27,148
2006,16,4,-59,2,3,-83,65,38,86
2007,7,3,-77,6,1,-171,67,32,180
2008,6,0,-82,6,3,-248,65,18,58
2009,22,10,-35,5,7,-181,51,27,81
2010,11,2,-43,6,1,-173,65,17,101
2011,11,3,-116,5,1,-155,68,31,169
2012,8,4,-23,1,1,-152,57,21,75
2013,13,5,-98,4,2,-218,54,35,90
2014,18,1,-93,5,7,-188,63,20,120
2015,17,2,-42,4,3,-199,60,18,87
2016,15,0,-160,6,5,-302,52,23,86
2016
2017,27,5,-56,6,4,-234,59,17,120
2018,24,12,-139,6,5,-276,44,10,96
2019,7,3,-10,6,0,-185,68,25,104
2020,22,10,-102,5,0,-229,50,10,157
2021,19,3,-85,5,3,-199,61,20,104
2022,27,3,-46,4,6,-149,46,26,146
2023,25,12,-145,6,8,-346,43,10,115
2024,30,13,-190,3,5,-424,37,25,106
2025,28,2,-145,3,7,-270,43,18,158
2026,21,4,-108,5,16,-390,41,24,88
2027,23,11,-117,5,1,-256,48,18,134
2028,23,0,-107,6,1,-241,37,20,139
2029,23,10,-167,5,3,-344,58,22,91
2030,8,19,41,3,0,-148,66,27,123
2031,5,2,-42,6,1,-227,69,10,51
2032,12,8,-107,5,2,-298,51,11,93
2033,17,4,-15,5,2,-182,40,8,72
2034,15,8,63,4,10,-165,61,16,127
2035,24,9,-112,3,5,-267,47,28,148
2036,13,3,-15,2,2,-207,55,20,78
2037,32,4,-88,5,10,-304,41,22,81
2038,29,2,-118,4,1,-301,51,26,62
2039,21,1,-90,5,3,-234,63,20,211
2040,30,4,-121,4,11,-335,38,13,87
2041,36,7,-118,4,1,-250,30,20,120
2042,31,6,-80,4,4,-136,43,30,189
2043,29,4,-128,2,0,-300,47,11,91
2044,22,3,-74,6,0,-290,47,17,72
2045,18,4,-56,4,8,-227,62,11,97
2046,11,0,-149,5,1,-301,42,17,98
