year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,152,267,160,180
1988,334,200,150,220
1989,105,228,153,181
1990,189,222,163,227
1991,106,91,145,198
1992,131,123,175,268
1993,96,114,251,256
1994,169,169,244,162
1995,333,181,183,150
1996,61,127,139,280
1997,171,295,134,237
1998,126,262,106,272
1999,213,146,241,268
2000,191,150,315,260
2001,277,167,269,247
2002,237,105,199,288
2003,116,148,142,160
2004,199,116,185,204
2005,111,179,162,148
2006,183,189,164,217
2007,237,171,298,152
2008,202,192,238,144
2009,172,101,179,215
2010,127,179,244,252
2011,84,91,235,227
2012,117,304,155,256
2013,148,269,216,249
2014,127,93,215,220
2015,158,130,120,122
2016,244,301,112,101
