year,A1,A2,A3
,label A1,label A2,label A3
1987,15,3309,114
1988,27,2896,185
1989,19,3162,164
1990,11,3167,82
1991,22,3256,169
1992,17,3191,165
1993,8,3372,73
1994,5,3060,70
1995,13,3098,101
1996,9,3297,115
1997,20,3439,137
1998,11,3284,109
1999,10,3165,128
2000,15,3305,114
2001,11,3579,92
2002,11,3257,104
2003,2,3570,56
2004,12,3423,90
2005,18,3254,149
2006,21,2999,146
2007,13,3342,106
2008,5,3600,60
2009,13,3258,83
2010,23,3332,165
2011,4,3455,66
2012,17,3462,117
2013,22,3062,143
2014,14,3019,87
2015,24,3435,155
2016,30,3483,199
2016
2017,21,2800,171
2018,24,3280,179
2019,38,2807,246
2020,46,2623,328
2021,33,2606,257
2022,44,2927,304
2023,11,3101,136
2024,29,3489,213
2025,29,3131,195
2026,33,3179,246
2027,30,2711,214
2028,26,3249,174
2029,15,2994,134
2030,18,2894,161
2031,36,2885,225
2032,31,2970,214
2033,17,3093,117
2034,27,3059,186
2035,29,3005,196
2036,29,2959,232
2037,10,3081,86
2038,45,2823,291
2039,16,2964,141
2040,16,3137,103
2041,31,3318,212
2042,28,2910,186
2043,23,3043,176
2044,22,3174,156
2045,18,3283,127
2046,45,2689,294

min,,2000
max,,4000
steps,,9
decimal
