year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,86,146,0
1988,71,127,0
1989,79,130,0
1990,85,135,0
1991,58,143,0
1992,88,141,0
1993,80,137,0
1994,78,128,0
1995,79,136,0
1996,76,135,0
1997,78,136,1
1998,85,141,0
1999,76,142,1
2000,77,137,0
2001,93,146,0
2002,73,131,0
2003,92,146,0
2004,91,142,0
2005,91,132,0
2006,68,134,0
2007,89,133,0
2008,86,146,0
2009,82,132,0
2010,81,146,0
2011,103,150,0
2012,72,128,0
2013,76,127,0
2014,38,133,0
2015,100,139,0
2016,85,140,1
2016
2017,60,135,0
2018,90,144,0
2019,54,136,0
2020,67,128,1
2021,79,128,0
2022,68,131,0
2023,77,145,0
2024,102,153,0
2025,83,145,0
2026,85,143,1
2027,49,140,0
2028,9,161,0
2029,90,145,0
2030,82,146,0
2031,62,142,0
2032,89,137,1
2033,60,143,0
2034,73,145,0
2035,81,134,1
2036,55,141,0
2037,78,131,0
2038,72,133,0
2039,75,138,0
2040,71,140,0
2041,93,143,0
2042,74,129,0
2043,74,146,0
2044,76,142,0
2045,99,156,0
2046,74,136,0
