year,annual-hydric-deficit
1987,433
1988,272
1989,173
1990,319
1991,282
1992,9
1993,976
1994,4
1995,222
1996,58
1997,44
1998,257
1999,406
2000,522
2001,356
2002,404
2003,-154
2004,2
2005,9
2006,-39
2007,-47
2008,-25
2009,77
2010,160
2011,-21
2012,37
2013,72
2014,2
2015,-122
2016,42
