year,annual-frozen-days
1987,105
1988,98
1989,87
1990,104
1991,122
1992,99
1993,88
1994,62
1995,102
1996,142
1997,126
1998,97
1999,98
2000,77
2001,92
2002,75
2003,125
2004,125
2005,117
2006,109
2007,87
2008,97
2009,93
2010,121
2011,110
2012,94
2013,99
2014,80
2015,116
2016,97
