year,annual-average-temperature
1987,7.9
1988,9.1
1989,9.3
1990,8.6
1991,7.7
1992,9.1
1993,9.0
1994,10.2
1995,8.6
1996,7.0
1997,8.4
1998,8.9
1999,8.9
2000,9.6
2001,8.8
2002,9.5
2003,9.3
2004,8.5
2005,8.2
2006,8.8
2007,9.6
2008,9.5
2009,9.1
2010,8.0
2011,9.4
2012,8.9
2013,8.5
2014,9.8
2015,9.8
2016,9.3

min,6
max,14
steps,9
decimal
